DS100;Breite;Laenge
NHTL;50.3638;11.683818
MHRK;48.043452;11.509752
FHNB;50.935432;9.944241
MHPF;47.811226;12.651162
AHOW;53.617283;9.903627
RHOR;48.781523;8.34519
MHLK;48.242591;11.942341
MHPD;47.964138;12.568261
HHTL;52.295686;7.591557
EHOM;52.012502;8.844978
NHOE;49.999713;9.229008
EHOS;51.341521;6.893231
EHOV;51.823991;8.661685
EHVR;51.865123;8.642067
NHO;50.307743;11.923067
NHON;50.321538;11.904711
SHFD;49.511922;7.159755
THOF;48.872692;10.114407
RHFF;49.272037;8.838411
KHOF;50.911363;7.196513
FHFG;51.499186;9.395461
FHOR;49.659467;8.40897
FHF;50.084471;8.443842
KHOG;50.76484;7.642228
MHOB;48.046572;11.698872
KHB;51.373529;6.66446
SKLH;49.4157895;7.69929171
HHEP;52.200177;10.19782
AHCH;53.635478;10.067648
EHOG;51.348854;7.571686
MHPG;47.788795;10.999251
MHSL;47.991299;11.457513
NHOH;49.518339;11.491465
FHSU;49.621788;8.214173
AHWT;54.086589;9.654161
HHDF;52.574971;8.138367
AHES;53.284812;9.870008
HHOL;52.271953;9.653221
EHW;51.998391;7.122568
EHOZ;50.739322;8.135495
HHZH;52.289097;8.545854
KHOZ;51.165653;6.664626
MHO;47.884384;11.697234
KHOR;50.910589;7.252882
EHOP;51.378059;8.640059
MHOP;48.803817;10.653198
SHPS;49.615527;7.195011
THBH;48.467796;8.660151
EHBM;51.881518;8.955092
RHBG;48.211895;8.23294
AHOG;53.508677;9.57655
AHOT;53.804596;9.645156
HHOY;53.069799;8.598683
RHAR;48.507398;8.135691
RHFM;47.928963;8.490065
FHMM;51.542923;9.401965
FHUE;50.673271;9.762453
EHTG;50.915581;8.014352
ESW;50.895966;8.029842
SHT;49.967418;6.585008
THUB;48.679267;8.982644
MHUF;47.875599;12.664941
MHUG;47.776736;11.140552
RHU;48.048247;7.783929
HHUL;52.990817;8.26652
AY;54.764372;9.575505
RHTT;49.197162;8.472636
RHUB;48.582625;8.391276
RIB;48.455116;8.162739
HI;52.276867;7.721486
MIHN;48.370187;10.302138
MIC;47.953249;11.436647
SIDO;49.699368;7.32123
FIST;50.21599;8.257264
SIG;49.70737;6.550679
NIDF;49.620122;11.23453
TIH;49.493425;9.812535
RIR;48.04041;7.648777
FIH;51.348591;9.52607
MILT;48.222828;10.099942
NILL;49.479731;10.382648
SILG;49.376422;7.048966
TIL;48.956588;8.921162
RIMM;47.937109;8.735162
FIM;51.426902;9.464397
NIM;49.911344;11.86966
HIMS;52.391356;10.084479
MIMS;47.559203;10.213999
RIMZ;47.932876;8.714051
SIM;49.597656;7.807976
MIDR;48.352391;11.378446
KING;50.688903;7.726214
FIL;49.976277;8.053716
MIN;48.7736902;11.4322495
AAU;54.082398;9.78581
MINI;48.311336;10.868876
RIN;49.157624;8.152132
NI;49.6967974;10.2551472
NIP;49.5255;10.485764
NIR;49.362776;12.101376
AIS;53.576606;9.814049
EILH;51.399861;7.69221
HIHG;52.486091;9.803842
MIS;48.226012;11.679489
TIP;48.914427;8.67222
EIAV;51.939976;8.438524
RIT;47.660889;7.542943
NIL;48.884909;12.637998
RITL;49.187119;8.93458
AIZ;53.923873;9.510287
TIT;48.730681;10.1363
KIV;50.583034;6.769162
SJF;49.265758;7.00497
TJZ;49.031239;10.098819
KJAA;50.936068;6.357111
AJHH;54.212081;8.962896
MJEB;48.171428;12.36682
MJET;48.399126;10.445473
RJO;49.092289;8.272272
RJL.RJLB;49.02818;8.575224
NJS;50.232506;9.604178
KJUC;51.097113;6.500923
FJUE;50.025984;8.878957
KJU;50.344769;6.580939
MJUL;48.250895;12.958025
AJUS;53.552194;9.993883
KKAA;51.222551;6.607274
FKLM.FKLP;50.07687;9.005468
FKAI;49.539338;9.077482
MKAI;47.482981;11.116723
SKAI;50.232102;7.129573
SKLP;49.434714;7.751248
SKLW;49.447535;7.749812
NKAL;49.558442;11.139993
KKAL;50.538493;6.557283
KKAS;50.875671;6.910223
HKAW;52.480085;9.736342
EKAL;51.425059;7.672364
EKAM;51.585224;7661
EKME;51.567379;7.613056
FKMP;50.227988;7.618251
RKD;49.07914;8.198025
SKAZ;49.669359;6.573666
KKAW;51.129795;6.621061
RKPD;49.105621;8.030754
STK;50.179836;7.299635
RKF;49.144484;8.547872
RKW.RKWU;49.002159;8.362951
RKDU.RKDUA;49.002328;8.462822
RKHA;49.025938;8.453645
RKIN;49.026695;8.341171
RKMG;49.014557;8.351126
NKA;49.962899;9.768148
MKH;48.40799;13.187394
FKH;51.332178;9.45225
FKJK;51.338918;9.462869
FKKD;51.324561;9.452204
FKOZ;51.276348;9.454028
FKW;51.313114;9.446898
MKAT;48.193865;12.711546
AKAD;54.334163;8.830489
AKTO;54.32603;8.872281
HKAT;51.686158;10.09974
SKTS;50.2545489;7.43921936
EKV;52.113273;7.860281
FKFT;50.615947;8.343189
NKG;49.3552582;11.0427242
SKW;49.500082;7.700935
FKAU;50.0831965;7.76875019
RKL;48.576658;7.806556
TKEH;47.683031;9.548184
AKI;54.888814;8.368969
MKMZ;48.120286;10.124616
FKCH;50.06249;8.529479
NKNN;49.843906;11.862262
MKPO;47.731293;10.33205
SKEN;49.440998;7.733013
RKN;48.194451;7.764094
FKB;50.401962;8.135882
NKCH;49.686706;11.0608292
FKES;50.187065;7.648978
EKGS;51.356608;6.939145
KKEV;51.581008;6.252227
TKBI;48.479369;8.973745
MKI;47.609907;12.190473
AKSL;54.307205;10.156965
KKIE;50.838197;6.888375
AKRU;54.31004;10.070212
FKIL;50.201787;8.84042
MKIG;48.9913789;11.3785029
SKIB;49.419371;7.612836
AKEL;54.3141169;10.1700729
AOPD;54.3261034;10.2083695
FKGS;50.473373;8.666869
MKAG;47.953415;12.831517
TKIM;48.939161;9.329056
HKDF;52.289852;9.491936
NKIR;49.7351453;11.1413974
NKO;50.165496;11.985965
TKI;48.528749;9.13948
HKHW;53.305655;8.475233
TKM;49.037646;9.150903
TKT;48.644258;9.443927
TKTO;48.657764;9.416291
TKU;49.656749;9.857713
RKH;49.537163;8.181452
HKHN;52.307875;9.119783
EKHU;51.086068;8.078103
HKLG;52.196755;8.643778
RKBV;48.623055;8.355684
MKO.MKO H;48.0709;11.887255
HKI;52.983765;8.847236
RKZ;47.967936;7.959132
SKI;49.2861818;7.22645044
SKR;49.785769;7.464589
SKRS;49.762324;7.435477
MKIS;48.300922;10.959553
MKLA;47.483032;11.238589
AKX;54.861997;8.676454
AKC;53.366207;9.928922
KKSH;50.99007;7.002095
FKAH;50.100734;8.934288
AFB;53.558169;9.861122
FKGE;49.919849;8.51674
FKO;50.002645;9.072252
FKLU;49.894367;8.938635
FKWO;49.939619;8.207097
MKHN;48.354045;11.275478
KKTR;50.935857;6.996734
KKLE;51.195662;6.551972
HKSI;53.444736;8.476006
NKLH;49.721423;9.207476
RKES;47.686129;7.524662
MKKZ;48.411659;10.288497
NKGM;50.062991;9.687704
KFKB;50.878901;7.119302
RKBA;48.966745;8.5549
TKNK;48.993444;8.744536
NKT;49.87491;9.168168
RKLN;48.007366;8.465779
NKM;49.781419;9.176549
RMBK;48.014343;8.467807
KKLM;50.738647;7.668528
KKSM;50.357714;7.589985
MKLF;48.155393;10.83263
RKLB;48.526627;8.399008
SKT;50.165328;7.203262
TKLU;47.688149;9.409515
HKNE;52.677812;10.690267
RKG;49.23817;8.148265
SKG;50.300718;7.46075
KKOE;50.361746;7.610202
KKOL;50.367487;7.591607
SKOW;50.349463;7.560646
MKCH;47.66065;11.370987
NKI;50.328888;11.848109
NKOE;48.931716;12.20875
KKFS;50.915219;7.051262
KKP;50.968551;6.941413
KKS;50.9273;6.938059
KKV;51.014251;6.893241
KKW;50.943665;6.934389
KKBH;50.953487;7.004327
KKC;51.021126;6.897824
KKCN;51.028126;6.892772
KKDB;50.981437;7.070124
KKDZ;50.940874;6.975001
KKH;50.97627;7.041235
KBP;50.910282;7.044451
KKL;50.997736;6.901557
KKN.KKN P;50.958666;6.941605
KKWO;51.052378;6.851719
RKOE;48.137458;7.802925
KKMT;50.948394;6.888201
TKB;48.962584;8.608931
TKS;48.739518;10.116135
KSTP;50.895558;7.057173
TKF;49.546022;9.724669
HKOL;52.257166;10.812489
KKWW;50.9409;6.815137
EKSO;50.7764558;7.93457508
KKOW;50.678638;7.193592
FKRL;51.171588;9.513137
KKHR;50.949131;6.952565
NKZ;49.17292;12.851892
SKV;49.9812065;7.11948797
KKOS;50.831728;6.074485
MKMR;47.851926;12.064147
RKLR;48.098271;7.887074
RKNA;48.101151;7.973842
RKO;47.658754;9.177312
RKOP;47.674092;9.173468
SKZ;49.6959785;6.57430887
SKZM.SKU W;49.70024;6.573757
RKOF;47.677479;9.162847
FKBS;51.270264;8.878815
SKDL;49.836367;6.634933
RKOR;48.570019;7.874797
TKO;48.826416;9.121168
AKWS;53.632381;10.053841
TKH;48.862219;9.179964
KKOI;51.19565;6.511886
NKMG;49.242912;12.729367
KKOF;50.662412;7.022683
KKOH;50.348974;7.248906
RKOW;47.682453;9.147331
EKRG;51.109134;7.873762
EKRD;50.963257;8.042776
KKRL.KKRLF;51.337305;6.629668
KKRX;51.357278;6.645778
SKRB;49.55149;7.631296
AKM;53.834111;9.481757
AKHD;53.881178;9.480377
TKN;47.594239;9.598854
SKK;49.703798;6.576866
KKRZ;50.506442;6.978557
MKZ;47.916494;11.759014
KKRW;50.613054;6.796055
FKRI;50.08228;8.475448
NK;50.239612;11.320115
FKRO;50.179919;8.516874
SKRO;49.655588;7.262416
KKRF;50.390541;7.338598
MKRB;48.24759;10.358619
AKRS;53.615823;9.867762
TKUC;48.640523;9.8034
KKUH;50.655602;6.834478
FKWB;51.396821;9.071138
EKUE;52.036936;8.384227
EKNT;51.293399;7.814796
NKUE;50.195886;11.268337
AKH;54.310569;10.098596
NKU;50.109822;11.451889
AKE;54.287142;10.180414
AKUP;53.7621838;10.3264296
AKRH;54.331211;10.083155
RKU;48.834128;8.256112
SKUS;49.538282;7.410329
MKUN;48.334775;10.696338
SKY;50.04193;6.597027
NLB;49.070022;11.884056
ELSP;50.929312;8.42072
HHML;52.316899;9.792863
MLBW;48.796839;12.315237
RLD;49.474242;8.602803
MLLF;48.1829494;10.8441967
HLGG;52.26486;7.780962
ENL;50.924324;8.442001
RLSW;48.340436;7.834734
NLCK;49.959351;11.615907
RLBP;49.373336;8.074391
RLSH;49.511863;8.283476
FLP;49.598215;8.478489
SLAO;49.483662;7.729408
MLDI;48.68289;12.695062
RLAD;49.189514;8.113836
RLW;49.195748;8.107052
MLL;48.047274;10.871701
MLAS;48.5242685;12.1405041
SLD;49.416287;7.565931
SLWR;49.352246;7.119316
ALAS.ALASK;53.546132;9.971281
ALAN;53.561199;10.038021
FLGS;50.497939;8.667091
HLNG;51.93012;10.343173
FLG;49.993612;8.656787
TLR;47.599491;9.544837
TLL;48.493333;10.125988
FLGF;50.0057066;8.65856498
MLB;48.438097;11.852854
ELBG;51.354764;7.122377
RLBD;48.702272;8.355473
RBS;49.200001;8.641924
KLAB;51.11751;6.923684
KLA;51.102677;6.938278
ALST;53.579692;9.93092
HLGH;52.450993;9.735882
FLAH;50.587535;7.914633
ALG;54.685934;8.946413
HLGM;52.440279;9.725427
NLP;50.061572;9.661384
FSLB;50.162068;9.057682
MLNW;47.436588;10.276032
NLZ;49.496943;10.801856
KLAW;50.817909;6.353467
NLGU;49.118743;10.859352
FLF;50.494954;8.85699
FLAS;49.922274;8.945733
MLAW;48.490447;10.847966
RLAC;47.632775;8.308102
HLAT;52.860749;7.322574
NLDF;49.494365;10.752696
SLAU;49.918799;7.897215
TLH;48.868885;10.236563
RLCH;49.612076;8.644539
TLC;49.455421;9.9231
NLK;49.742528;9.179126
ALUB;53.19703;9.56371
ALAU;53.3696285;10.5679733
NLL;49.507097;11.285976
NLR;49.5123333;11.2773585
NLA;50.01067;9.277692
MLF;47.933653;12.922363
RLFG;47.563408;8.058312
RLBO;47.566163;8.073691
NLLW;49.5011288;11.2779996
TLN;49.076514;9.146136
MLIG;48.574566;10.424966
TLM;48.233304;9.878394
TLW;48.230008;9.847854
FLBG;50.329552;7.905766
RLBA;48.519483;8.116067
FLW;49.853937;8.493098
ELGD;52.034933;7.088505
RLT;48.55855;7.913549
SLE;50.284746;7.45523
FLEH;50.606769;8.992094
KLEL;51.107521;7.005251
HLFG;52.456453;10.427937
ELEI;50.990658;8.312789
TLF;48.696506;9.142866
TLG;49.145032;9.121967
TLGW;49.145993;9.105654
MLEH;48.450171;10.215369
ALE;53.169143;10.912783
ELBK;51.751244;7.02548
HLMF;52.460163;8.36161
ELGO;52.0224;8.894696
ELGL;52.020965;8.9107
HLEM;52.285104;9.608572
ELSN;51.410398;7.826617
MLWG;47.697399;10.601214
ELEN;52.175785;7.878459
FLE;49.839453;8.902737
MLG;47.680395;11.573539
ALS;54.21931;10.890451
TLE;48.799646;9.003853
ELEO;51.844497;8.971182
HLED;52.397644;7.305961
ELED;51.365465;7.644154
ELET;51.892495;7.186998
HLT.HLTA;52.393898;9.63948
KLEU;50.547039;7.28635
MLSH;47.745641;10.581221
NLWI;49.2949;10.4401
KLET;50.447682;7.392067
KLK.KLKH;51.045822;6.988119
KLS;51.031616;7.015128
KEST;50.807093;6.832955
KLRH;51.064265;6.963464
FLI;50.514578;8.821959
FLST;50.581667;8.697242
FLIS;50.382498;8.096112
FLIE;50.207104;9.14402
SLB;49.312148;7.279127
RLI;49.424273;8.390747
RLID;49.416918;9.00646
MLIA;47.55962;9.68466
FLHN;50.377565;8.133372
KLD;50.996842;6.207467
FLIN;50.291334;8.978775
HLH;52.35432;9.288867
HLWL;52.610943;9.689022
HLIG;52.519867;7.321731
RLF;49.252584;8.349523
HLBU;52.600966;9.325638
KLI;50.569335;7.276032
FLIH;50.990247;9.766787
KLIS;50.318489;6.615158
ELIS;51.108143;7.849495
ELTF;51.00719;7.987142
MLCH;48.128247;11.43089
RLOE;48.434667;8.172248
SLF;50.230569;7.443512
RLGN;47.883434;8.3418
FLOE;50.509347;8.274307
RLR;47.614053;7.66542
RLST;47.601418;7.659032
RLFB;49.638678;8.764441
KLO.KLOV;50.942932;6.83444
TLOE;47.661398;9.499241
NLOR;49.243567;11.09595
MLH;48.287937;11.580813
RLRD;47.597713;7.655224
RLRS;47.607961;7.661196
HLON;52.665326;8.229292
SLOH;49.635799;7.59967
NLO;50.004409;9.580715
RLRW;47.624683;7.672569
TLON;48.544967;9.917377
MLOH;48.162511;10.390907
FLOR;50.0403;7.812843
TLO;48.797906;9.695761
FLON;50.053835;7.781403
FLB;50.11489;8.422853
FLO;49.659093;8.566262
RLOS;48.418057;8.453187
RLSM;49.479005;8.452152
HLOX;53.474653;8.654301
NLHM;49.392166;11.323856
NLS;50.121624;11.557252
RLU;47.815651;9.053193
RLUM;49.461572;8.421092
RLO;49.493188;8.381523
RLUR;49.447471;8.409493
NLUD;49.499569;11.248783
NLUS;50.486583;11.382989
NLT;49.059599;13.237815
HLBB;52.306341;8.605732
HLBR;53.343358;8.785104
ALSJ;53.842321;10.702942
ALKR;53.924952;10.81889
ALTH;53.958759;10.865587
ALTS;53.964795;10.875604
ALB;53.8044652;10.6973523
ELS;51.220352;7.628717
ELDH;51.762386;7.431312
HLUE;51.959294;9.25083
ALHS;53.830983;10.688902
ALD A;53.911202;10.735581
ELRN;51.54337;7.760771
FLUE;50.4809;9.765536
ELUZ;50.967045;8.174364
RLUE;49.527385;8.649501
NLU;49.57992;12.139463
NLW;49.598731;12.126909
SLU;49.249595;6.904214
ALU;54.331231;9.030746
HLUN;53.439084;8.735085
HLTT;52.768181;8.343977
ELUT;51.982668;7.227015
TMAG;48.736106;8.965454
TMAI;48.722331;8.969921
RMKI;49.30558;8.147177
FMAS;49.982405;9.085739
NML;50.099812;11.379525
NMRH;50.120661;11.319285
FMN;50.020066;8.246852
FMS;49.993465;8.277565
FMGO;49.997756;8.214478
FMG;49.994319;8.314197
FML;49.961233;8.314183
FMMB;49.9606215;8.2227734
FMM;50.022775;8.22937
MMA;48.214147;11.256393
MMAG;48.21545;11.219064
AMAG;54.167014;10.55151
MMD;48.768098;12.256898
TMAL;48.771755;8.904505
RMS;48.889506;8.323585
RMSU;48.887591;8.316234
TMIN;48.72736;8.979257
FMAN;51.125543;9.206155
NMDF;50.038395;10.834224
RMSM.RMR A;49.459786;8.516358
RMFS;49.438144;8.572382
RMKL;49.501558;8.503772
RMN;49.455545;8.494792
RMA;49.424091;8.534944
RMSE;49.450962;8.538107
RMW;49.525661;8.482603
TMAN;47.66432;9.429156
TGRA;48.395856;9.431171
TMB;48.943685;9.264452
RMBW;48.031286;8.469154
EMHD;51.809404;6.906067
FMBS;50.794467;8.762431
RMBO;48.033683;8.475884
MMRN;47.632552;10.480275
EMV;51.839266;7.098167
HMAR;53.520893;7.270731
RMAD;47.716816;9.38864
RMAR;47.739364;9.002772
TMA;49.478264;9.835418
NMB;49.646089;10.425466
MMOS;47.774099;10.609997
NMER;49.492675;10.658449
MSB;48.193606;11.862093
NMT;49.663804;10.146092
MMK;48.256695;12.852478
NMH;50.130803;12.01317
MMO;47.779215;10.61423
NMSG;50.090794;11.65353
EMAM;51.653837;7.099575
EMHM;51.682972;7.131422
EMSI;51.667748;7.173482
FMHM;49.623021;8.039141
EMAR;51.462889;8.854904
TMAR;47.943939;10.080166
NMLZ;50.215527;11.950515
SMSO.SMSW;49.803978;7.536625
MMSZ;47.6294068;10.2738851
NMX;50.354978;11.686568
MMZG;48.410401;11.800108
AMA;53.403815;10.065662
EMAN;51.541776;7.643711
MMSG;48.394006;12.608166
RMAI;49.03488;8.279421
MMTZ;47.935527;12.59239
TMAU;48.926132;9.41999
RMAU;49.335802;8.795545
EDWK;51.509939;7.502409
TMBS;48.996933;8.803726
RMLG;47.644374;7.780662
NMSM;49.1201468;11.7681384
NMXH;49.198019;12.107818
RMAL;49.037143;8.298814
KMYW;50.328373;7.213894
EUNW;51.53898;7.676431
KMAY;50.517233;7.020463
KMCH;50.591367;6.642296
AMDH;53.42438;10.029711
TMK;47.69976;9.558393
KMCK;50.627446;7.014757
RMK;49.320658;8.812836
EMEK;51.924006;7.579568
EDWW;51.529455;7.607215
KMCP;50.6436506;7.02718377
NMEE;50.315656;10.906842
EMEG;51.122453;8.065778
EMHO;51.738965;6.51825
EDW;51.509652;7.438938
HMEI;52.381353;10.535812
HMRS;52.449188;10.321114
EMZH;51.108144;7.634116
MMEI;48.545997;10.84805
FMLB;50.379148;8.811423
AMF;54.087771;9.080085
HMEL;52.209257;8.343221
HMDF;52.548199;9.744501
NME;50.424782;10.307039
AME;54.312754;10.03083
FMLS;51.126002;9.546079
EMEU;51.428333;7.807804
KMD;50.779917;7.149549
EMED;51.435271;7.792084
TMG;48.053701;9.336547
FMGH;51.360204;8.989763
FMBB;51.132177;9.548839
HMEP;52.696021;7.298015
MMEG;48.245769;10.979397
SMER;49.356029;7.065547
MMR;48.262698;10.988291
EMES;51.762112;7.737412
KMES;50.77048;7.385657
RME;49.569195;8.133923
MMTG;48.6609712;10.8247519
KMEZ;50.840032;6.518051
SMZM;49.443478;6.635226
SMZG;49.436419;6.634192
EMSD;51.349603;8.279053
FMES;49.921718;8.745969
EMSN;51.393192;8.679775
HMSU;52.223134;7.485613
EMTE;52.162494;7.254173
FMET;49.739906;8.334166
SMT;49.495476;6.598315
KME;51.251019;6.986951
KMEW;51.248656;6.979813
MSAF;48.274282;10.971202
TME;48.539725;9.290156
NMI;50.15498;11.116245
NMIK;50.116712;9.767679
FMI;49.684858;9.001453
MMIB;47.7908288;11.8308163
KMIE;50.404043;7.407598
KMIL;51.560154;6.556373
EMIL;51.809457;6.400012
NMLT;49.163962;12.7683
NMIM;49.3528682;11.2740541
RSLM;47.757673;9.2972
MMAH;48.455978;10.407905
RBSK;49.219345;8.646821
FMGD;50.230798;9.119818
NMSN;50.191195;9.623423
MMW;47.44003;11.265705
AML;53.498172;10.131122
TMO;47.872571;9.637901
TML;49.321107;9.357979
TMOE;48.825289;9.960316
AMLN;53.624414;10.683209
FMHF;51.390674;9.455955
KMGE;51.148081;6.32904
KMR;51.150712;6.357894
NMOE;50.302227;11.057613
FMF;49979;8.565384
RMOE;49.597299;8.730987
TMHR;47.957237;8.763373
TMHB;47.958151;8.770796
TMS;48.404309;9.04653
MMTN;48.806806;10.597832
TMON;48.799166;8.728328
SML;50.296357;7.153055
SMON;49.793466;7.588673
MMB;48.47033;11.930382
NMOU;50.117146;9.799066
AMM;54.872142;8.432464
RMO;49.35256;9.143655
RMOW;49.34677;9.134042
SMK;50.195483;7.371357
EMUD;50.827476;7.951651
FMCK;50.6171;9.029035
SMD;50.18486;7.339393
TMRO;48.95634;8.860143
TMUE;48.449941;8.726802
HMLN;52.619692;8.208512
RMH;47.813658;8.804391
TMUL;48.029364;8.885552
FMH;50.119277;8.837646
NMST;49.151491;11.00796
EMRW;51.439654;6.871404
RML;47.809743;7.599332
FMGR;49.771669;8.985638
NMBG;50.189043;11.790667
HMHZ;51.848306;10.188654
MMDN;48.142623;11.536537
MHAB;48.141969;11.548572
MHAR;48.117747;11.536311
MIT;48.134202;11.583234
MKA;48.139452;11.565619
MLEF;48.154538;11.428524
MLEU;48.13425;11.615986
MMP;48.137048;11.575386
MRP;48.129168;11.593049
MSW;48.094503;11.532799
MMAR;48.118543;11.595785
MAUG;48.177673;11.472792
MMAL;48.189932;11.468036
MMAU;48.155968;11.413309
MBAL;48.134001;11.633295
MDFG;48.149622;11.64933
MEGS;48.156915;11.648335
MFAS;48.197811;11.525924
MFG;48.092746;11.606009
MFE;48.213813;11.541318
MGI;48.110803;11.596346
MJK;48.167638;11.646058
MKFS;48.211179;11.459568
ML;48.144371;11.503669
MLW;48.163112;11.432508
MLO;48.176505;11.407895
MMT;48.107824;11.536354
MMCH;48.180258;11.506237
MNA;48.141706;11.422197
MOZ;48.164223;11.478117
MP.MP  S;48.149852;11.461872
MPER;48.093426;11.631208
MRI P;48.143983;11.678049
MSN;48.079921;11.526954
MTR;48.126066;11.663375
MWKR;48.149026;11.44394
FMHN;50.964196;8.718671
MMST;48.758342;11.687409
SMR;49.221355;7.700417
MFHB;48.352095;11.764185
MFHM.MFHT;48.353728;11.78597
NMUE;50.250078;10.188634
FMTR;49.923678;8.853885
SMSA;49.947388;7.898033
ENHF;51.98432;7.63847
SMLB;50.148782;6.601548
AMUE;53.499464;10.561128
RMU;48.876805;8.274293
MMHG;48.14354;11.519245
MFHH;48.14;11.410112
TMU;48.237872;9.645671
HMS;52.993312;10.096487
RMRG;47.553452;8.018725
MMU;47.682266;11.192628
MUO;47.678834;11.19566
TMT;48.982757;9.57777
RMCH;49.37196;8.168529
EMSR;51.946411;7.526126
NNAB;49.447167;12.180701
RMU B;48.879996;8.286613
FNAC;49.919106;8.341885
TNAS;48.542015;8.732643
TNA;48.555644;8.727774
NNIL;50.329636;11.7122
SNAB;49.523922;7.146277
KNAM.KNAMN;50.457146;7.361768
TNA M;48.551275;8.728502
TNAI;48.53154;8.72589
MMAM;48.216826;11.174618
FNAS;50.31148;7.800691
MNBN;48.078066;10.503797
HNAH;52.209849;7.910752
FNU;49.942137;8.449929
KNEA;51.22782;6.95325
RNB;49.378383;9.163721
RNA;49.397906;9.074704
RNMA;49.392391;8.802954
RNH;49.416954;8.879703
RNT;49.404909;8.841429
TN.TN  A;49.188973;9.220068
RNEZ;49.316563;9.137577
SNF;50.091053;7.139418
TN  S;49.180328;9.220743
ANEZ;53.163784;10.760576
ENHH;51.438003;7.970066
TNEH;48.423954;9.06688
EDDS;51.500632;7.420017
TN  M;49.19341;9.222943
TNL;48.903368;9.415401
KNEM;50.688051;6.681466
TNED;48.009577;8.854048
SNE;49.538738;6.375851
TNSN;49.202096;9.228679
MNSG;48.430141;10.118003
MNEW;47.623944;10.504419
ANTB;53.487888;10.181408
KNEH;50.4906477;6.62954092
FNIS.FNIU;50.053052;8.665609
ANWF;53.473046;9.788432
MNGH;48.098966;11.288666
NNAE;49.239861;12.436474
ENBM.ENBMP;51.801951;8.02136
MNB;48.075847;11.660222
SNBR;49.606066;7.172701
MNBD;48.727218;11.17837
MNBK;48.3028543;10.3656405
RNBU;48.992129;8.238217
TND;49.288367;9.27082
HNPL;52.548702;10.60754
TNES;48.844572;8.598864
TNE;48.849147;8.600857
AHAB;53.54661;10.02361
AHRF;53.460694;9.980463
NNDU;49.282675;10.782372
EDK;51.489467;7.365374
HNKO;52.508434;8.059574
ENRA;51.284773;7.79439
TNN;49.205945;9.585454
MNF;48.321636;11.661261
TRNF;48.126824;8.67042
NNP;49.626653;11.551709
EDOP;51.488397;7.383811
RNHN;47.682615;8.612186
FNF;50.454818;9.620224
FNK;50.770838;9.692546
MNK;48.517679;13.370103
ANL;53.481257;9.639721
RNL;49.292199;8.530075
NNT;49.273221;11.456987
RND;49.341553;8.157061
RNK;47.689151;8.495384
NNKS;49.520405;11.32205
SNKW;49.34956;7.226787
ENK;50.784701;8.006101
MNN;48.261158;12.690432
KNRC;51.206175;6.717153
KNSD;51.185784;6.69029
MNES;48.394392;10.83352
NNEU;50.217153;11.306843
KNAK;51.220352;6.697529
NNSG;49.933844;11.971987
HNRU;52.503325;9.455277
NNA;49.576876;10.588032
NNU;50.332813;11.121391
MND;48.800185;11.763297
ANT;54.104002;10.80849
FNSM;50.850447;9.120643
RNSS;47.910198;8.210883
NNW;49.725918;12.168337
TNHO;48.859312;9.324715
KNAL;51.142466;6.756793
NNAM;49.574202;10.609306
TNW;48.833824;9.152505
ENV;51.313159;7.090484
ANB;54.789605;8.834572
SNID;49.343539;6.594053
FNFD;49.656901;8.204274
FNO;50.6450181;9.03418958
FNOL;49.905529;8.20496
FNR;49.832203;8.703318
FNRO;49.997442;8.871215
FSLH;49.873807;8.154249
FNRW;50.280291;8.767357
TSNU;48.806423;9.234858
TNB;47.830626;9.620958
FNCH;50.359598;8.159856
KND;50.695078;7.180977
FNIE;50.193166;8.809034
ENID;50.721212;8.136394
FNIB;50.425075;7.97687
FNHD;50.43276;8.037069
FNDH;50.036013;7.805505
FNH;50.154198;8.547237
ENDV;50.786291;7.788525
FNJ;50.149807;8.351017
MNLH;48.762512;12.237846
SNDL;49.432201;7.160695
KNME;50.369658;7.291007
FNMI;50.178609;9.109264
SNDM;49.458429;7.471588
FNSD;50.159697;8.312879
MNRU;48.221344;10.374503
FROD;50.147267;9.01256
MNRO;48.320935;11.390041
FNDS;50.717731;8.3033
ENDN;50.839248;7.965509
ENDO;50.844187;7.970657
FNS;50.332676;8.230084
TNI;49.403573;9.915079
TNS;48.532604;10.23646
FNV;51.351851;9.478438
FNL;50.736598;8.708379
FNWF;50.03665;8.159158
EDUV;51.49274;7.417708
FNDW;50.756771;8.733665
RNID;48.13978;8.02296
FNIZ;50.468225;8.039687
TNF;48.9201587;8.76951993
ENBE;52.022062;7.562341
FKON;50.114623;8.687098
ENIR;51.372376;7.134154
FNIR;49.872002;8.34281
KNIK;51.458081;6.375586
KNIV;51.123717;6.782117
FNIV;50.337385;7.681876
TNK;49.701699;9.613916
SNI;49.654264;6.440942
EHWB;51.341781;7.397392
HNTH;51.628184;9.933096
NDHF;49.448039;11.09753
SNON;49.639648;7.242085
MNHN;47.575118;9.612676
ENOB;51.615709;7.7422
HND;53.621579;7.160824
MNOD;48.593434;10.837306
HNO;53.483811;8.487392
NOBW;50.070342;10.153804
ANH;54.168383;9.183515
TNO;49.109384;9.148811
ANZ;53.778743;8.62137
ENOW;52.077392;7.461641
KNO;51.160412;6.731645
SNOR;49.808807;7.812291
RNO;47.93925;7.726196
ANF;54.16663;9.852585
NNRO;49.473975;11.106115
NNOS;49.454129;11.119935
NNO;49.463811;11.120885
NNRS;49.4454;11.055338
EBW;51.478032;7.304327
