DS100;Breite;Laenge
UBRT;50.752475;10.32223
UBZ;50.616311;11.405863
BBSN;52.34653;14.280635
WBTF;54.078916;12.262763
BBRK;52.186795;12.758467
WBGE;53.256287;12.229208
LBRP;52.751274;11.484586
WBUH;54.268211;12.712682
BBUZ;52.167574;12.922416
BBUW;52.188179;14.169507
WBHN;54.001561;13.68228
LBZG;51.894894;12.752715
WBSG;53.49959;13.303225
LBU;52.274406;11.840356
LBGK;51.688818;12.407167
DBU;50.915817;12.812707
DBWD;50.9251456;13.8383692
LBOW;52.592203;12.628996
UBU;51.126995;11.418412
BFRI;52.520373;13.3872056
WCA;53.439035;13.299645
BCAP;52.350295;12.984406
WCW;53.213614;14.208187
UKSO;50.974715;11.9819
WCOK;52.90354;13.869714
DCL;50.755842;13.4986
BCSO;51.755177;14.353704
BCO;52.019844;14.718167
DCB;51.0850426;13.6321235
LCW;51.888002;12.457625
LCBS;51.913879;11.776342
DCU;50.815068;12.392986
WCZ;53.572518;11.645071
DCN;51.162366;13.705502
BDAB;52.237332;13.43729
UDA;51.2695208;10.4423225
UDW;51.072436;10.849686
LDA;51.350972;12.984253
BDT;52.326618;13.419579
BMHL;52.512107;13.611417
WDWE;53.079756;13.180801
LDAR;51.84908;10.733037
DDT;51.1421413;14.2396223
LDK;52.518178;11.854733
WDM;53.90114;13.053954
LDS;51.802196;12.236455
LDAD;51.821189;12.314419
LDAL;51.825541;12.19334
LDMO;51.814077;12.148546
LDTZ;51.11443;12.419542
LDI;51.4505938;12.0508969
UDN;50.599437;10.5969
DDP;50.891093;13.664603
LDT;51.833482;11.186728
DDIF;50.926837;13.068842
LDOB;51.492237;12.745785
LDF;52.048952;11.613086
UDOE;50.735351;10.798671
DDO;50.961188;13.855565
DKTF;51.124665;13.765993
LDN;51.635225;11.839973
WDS;53.485372;11.765869
UDG;51.008613;11.675499
WDOW;53.121209;12.520886
BDF;51.915391;13.58125
BDR;51.655084;14.22313
LDD;52.143852;11.341559
DBPL;51.072335;13.746248
DGRS;51.128298;13.777737
DIG;51.087456;13.762772
DCT;51.062157;13.683298
DD;51.011614;13.808477
DKE;51.073084;13.668919
DNSH;50.999654;13.828399
DPS;51.081859;13.725527
DRK;51.021317;13.790514
DSTT;51.0804797;13.6518645
DSTH;51.030677;13.761861
DTR;51.0899655;13.7038779
DZSW;50.989652;13.84493
BDW;52.382659;13.122284
DHFR;51.0479909;13.7198639
LDM;51.721692;11.515648
WDU;53.766135;13.796021
WDT;53.40194;11.678565
DEBR;50.651373;12.443215
UEK;51.066093;10.682123
DKR;50.950015;13.583632
UEFT;50.379875;11.075849
LEGD;51.975131;11.695948
WEGS;53.681825;14.073046
LEST;52.67485;11.854895
LEF;51.946752;11.676878
UEIW;50.978902;10.30474
BEHS;52.14798;14.658435
UED;50.417795;10.904637
UELG;50.706054;10.849905
DLD;50.488003;12.384382
UER;51.579804;10.669444
WELM;54.210202;13.074014
BEZ;52.20405;12.954911
LEK;51.7908002;12.0590723
LELT;51.832331;12.827705
UELB;50.613547;12.167487
UELK;50.605024;12.159798
UEX;51.043183;10.946788
LE.LE  H;51.343946;12.477634
LEW;51.340599;12.4561787
LER;51.468799;11.636965
UEO;51.014542;11.04377
UEBI;50.933768;10.988439
UEGI;51.022129;11.000277
DER;51.00863;12.943035
UERN;50.496511;11.164312
UEH;50.874563;10.232251
UET;51.258077;11.181128
WEV;54.123552;12.068507
DFUS;50.84935;13.110263
WFBG;52.808176;13.959985
BFS;52.406725;13.824926
WFDF;53.660087;13.881913
LFMW;51.642998;13.173589
BFIH;52.249419;14.569595
BFIN;52.569663;13.051255
BFW;51.637001;13.710388
LFG;52.347968;11.261352
LFL;52.790802;11.378693
LFD;51.903517;11.633757
DFK;50.911233;13.043191
DFKS;50.902784;13.036378
DFRS;50.9029212;13.2284671
BFPN;52.322329;14.54605
BFRS;52.337769;14.472631
LFA;51.309561;11.937582
BFR;51.384223;13.503636
LFK;51.702365;11.54413
UFO;50.771382;11.540139
DFCO;50.976876;13.624952
DFD;50.999358;13.646432
DHGW;50.981083;13.622714
LFZ;51.749194;11.898933
WFD;53.069302;12.539885
UFB B;51.209079;11.767313
BFDF;52.289563;13.786518
DFW;51.137948;13.662422
DFWH;51.131301;13.651873
UFR;50.862151;10.576685
WFRR;53.524802;11.739088
WFL;53.030373;13.703148
WFRK;52.760712;12.587542
LFB;51.069159;12.559288
BFUS;52.341895;14.086609
WGA;53.704066;11.121485
UGSM;51.191473;10.954856
LGA;52.518376;11.404536
WGFZ;54.37771;13.637847
LGW;51.2498991;12.3791456
LGAL;51.828111;11.291362
UGBH;51.427155;10.595388
UGB;50.683768;10.769351
DGEI;50.760699;13.786064
WGE;54.198696;12.304809
UGLB;50.916971;12.0472
UGZ;50.85005;12.082181
UGBG;50.715593;10.857196
LGE;51.35388;12.587444
DGD;51.125212;14.85425
UGT;50.964665;10.065041
LGWS;52.177587;11.742095
LGI;51.7645997;11.5685445
DGHU;50.851102;13.782378
DGLA;51.317562;13.365435
WGF;52.903512;12.083928
UGL;51.389701;10.828367
WGNV;53.792896;13.17467
WGO;54.345961;13.737704
DGWH;51.128664;14.970271
UGSB;51.455733;10.941792
WGOE;53.0868334;13.6659193
LGOE;52.411224;12.725983
LGM;52.71606;11.858149
BGM;51.703335;13.883834
BGO;51.974272;13.574773
WGOL;52.914013;13.826975
BGZ;52.562531;14.51181
LGO;52.074002;11.83878
BGOR;52.56313;14.550644
DKH;50.94117;14.164655
UGOS;50.961881;10.720869
WGRB;53.282902;11.564201
LG;51.724731;12.460037
UGTA;51.089734;10.733617
WGR;53.417381;14.347457
WGRA;53.001076;13.16712
WGWS;54.076443;13.396656
BGBS;52.3944323;13.1287265
UGRD;50.6308785;12.1852165
LGPN;51.645358;12.297969
UGN;51.2291337;10.9414762
WGBN;53.851233;11.068569
LGB;51.880576;12.522977
LGRI;51.230076;12.714131
WGI;54.109739;13.034025
DGO;50.432302;11.943905
LGOH;51.4323471;12.1168256
DGT;51.411468;13.439542
LGRL;52.235646;11.525417
WGB;53.653088;11.251439
WGKW;54.013721;13.480617
LGZ;52.410761;12.776335
WGLS;53.346481;11.534139
WGLI;54.073407;12.339221
WGP;53.123014;12.047421
WGQ;53.314823;13.003845
BGSK;52.904287;13.537516
WGS;54.077026;12.04612
BGSBS;52.350673;13.28477
LGD;51.232352;12.383193
UGG;51.144503;10.556041
DGC;51.291636;13.523916
UGFA;51.398882;10.802815
DGRT;51.102124;14.087646
LGKL;51.4184491;12.1653682
LGL;51.304806;12.168818
UGNH;51.164516;11.286163
LGP;51.266709;12.488839
BGR;51.591488;14.014898
DGRF;51.1485187;14.0173101
UGRU;51.09565;11.091093
DGAU;50.892556;14.66545
UGC;50.936958;11.481934
LGS;51.250586;12.637415
LGWU;52.590435;12.231128
DGN;50.811417;12.798514
LGRA;51.320905;12.303006
DGBA;50.439895;12.372815
WGRG;52.8678;13.213023
WSRB;54.304298;13.04393
BGSW;52.559303;14.351462
DGF;50.418797;11.960916
UGU;51.132368;11.365703
UHSN;50.867437;10.905715
LHD;52.00736;11.324446
BHAH;51.364119;14.856726
LHMT;52.599024;11.97177
WHK;53.96126;11.614882
WH;53.429437;11.18499
DHW;51.070117;14.960228
DHND;50.906608;14.704463
DHA;50.968095;13.119057
BHB;52.108384;13.701855
LHBO;51.885011;11.065436
LHBS;51.882581;11.048307
LHNI;51.487825;11.908451
LHT.LHTS;51.523898;11.96217
WHAM;53.070228;13.435744
DHUW;50.441091;13.008722
BHGB;52.400271;13.920916
UH;50.418476;11.686006
UHNO;50.42917;11.674692
UHRS;50.412981;10.858072
DHMU;50.778384;13.792418
UHAU;51.382523;10.379167
LHEW;51.844688;11.250771
DHDS;50.971696;13.874717
DHDG;50.960822;13.894877
WHDM;54.141677;11.842863
WHDS;54.144768;11.793771
WHEG;53.14968;12.340537
UHT;51.3773156;10.1245183
UHD;51.302171;11.183186
BHEL;52.278758;14.478219
DHLF;51.034205;14.046491
UHRH;51.451498;10.875255
DHS;51.165545;13.815351
UHK;50.903779;11.858626
BHE;52.529928;13.886577
WHB;53.837707;10.760008
LHZW;51.679446;13.202786
UHET;50.912802;11.298205
UHN;50.425133;10.717828
DHE;50.943388;14.891018
WHOD;54.02727;13.730268
UHOO;51.3060697;10.8095008
BHL;51.492756;13.564969
UHOL;50.7026891;12.0364022
LHRA;51.499026;12.421434
BHSH;52.5660016;13.5124218
DHO;50.798548;12.706564
LHM;51.512359;12.097881
WHOL;53.7348;11.065701
LHZ;51.780291;13.114137
UHF;50.9418686;11.2771949
DHU;50.7341396;13.5918608
LHSN;51.306041;12.461448
LHGT;51.105574;12.662693
UHP;50.9842281;11.2211931
BHWN;51.429086;14.266683
BHUB;52.23387;13.965151
WHU;53.98448;12.116026
UHUE;50.381153;11.197711
DHUN;50.366256;12.211452
LIB;51.8065583;11.6473746
UIB;50.681348;10.908966
UIR;50.697228;10.889111
LIG;51.869004;10.683103
UIM;50.7932712;10.280478
UIP;50.6946941;10.9228912
DIR;50.608547;12.409602
WJAB;53.545263;12.547559
BJF;52.332626;14.355037
BJW;51.866273;14.500761
BJWO;51.877817;14.541248
LJV;52.519664;11.493067
WJS;54.376479;13.619872
DJD;50.754946;12.857511
WJAS;53.386389;11.374058
LJEB;51.984637;12.349699
WJER;54.164548;13.258802
UJP;50.924856;11.587461
UJW;50.923286;11.577848
UJZ;50.955487;11.620875
LJES;51.4198809;12.5453782
LJN;51.792787;12.954722
LJZ;51.682552;12.277353
WJT;52.98038;13.749473
DJA;50.555297;12.170103
DJZ;50.537618;12.139827
BJA;52.017356;12.989048
DCKI;50.884211;12.953568
DCM;50.826628;12.912587
DCBH.DCBO;50.859867;12.894459
DCHA;50.7769036;12.9241598
DCC;50.818095;12.8765
DCSI;50.815561;12.84251
BKAB;52.300067;13.721351
LKF;51.4761543;12.5411886
UKA;50.808926;11.589104
DKA;51.273781;14.092192
WKAB;53.982447;13.609802
UKF B;51.280688;11.655766
WKT;53.160684;11.738618
WKAR;53.925699;11.57835
UKH;50.561065;11.06111
UKL;50.6116968;11.4333612
WKV;54.007081;12.197821
WKEN;54.329875;12.741013
BKE;51.909578;14.627567
UKIE;51.1810378;11.2035602
WKJ;53.448596;11.263321
LKIM;52.375235;12.422206
UKI;51.2447;11.66257
LKD H;52.637814;11.654836
BKLD;52.877938;13.555957
BKDF;52.021383;13.543711
WKB;53.923657;13.62244
UKFA;51.417407;10.763196
UKJ;51.180265;11.781279
DKRD;51.1346086;13.9901769
DKMA;50.9027419;13.2817572
LKK;51.89453;12.371778
BKG;51.743608;14.518271
DKC;50.92597;13.501014
DKN;50.357163;12.462677
LKLM;51.508306;12.228895
BKL;51.3487314;14.5894521
DKLB;51.157622;13.00406
BKLF;52.791376;13.488131
BKOD;51.259554;14.916232
UKOE;51.180274;11.244906
WKP;54.03529;14.022905
LKB;52.134011;11.756268
DKB;51.2601693;13.8998562
DKOH;50.919445;14.078899
UKZ;50.6601124;11.4879119
DKTW;50.945143;13.859704
LKTU;51.304463;12.123904
BKOW;51.75773;14.250169
BKOS;51.746913;14.242179
WKO;54.045335;13.999275
UKR;50.878075;11.930855
BFIK;52.263228;14.575654
UKD;50.856335;11.203225
WKG;53.427803;12.941627
BKRM;52.753347;13.040231
LKNZ;51.4905558;12.4613392
DKRO;50.46721;12.988245
DKRP;50.9131435;14.1601002
UKPR;50.677058;11.5434176
WKR;54.069137;11.791573
WKRP;53.933556;12.315387
LKRP;51.289437;11.854636
DKU;51.165726;14.509634
LKUH;51.3493898;12.8332248
BKUM;52.275064;13.874126
DKJ;50.853855;14.70661
DKJH;50.862151;14.725668
DKOW;50.421178;12.971981
DKOY;50.843662;14.745577
DKON;50.862166;14.753624
DRAT;50.956816;14.075341
LKYA;51.5110729;12.2658759
WKY;52.942491;12.390945
WLA;53.919599;12.339608
BLW;51.3086285;13.6808538
WLAK;54.518032;13.607885
LLBG;51.532899;12.166712
LLAS;51.504396;12.172315
DLAB;51.126751;13.841072
ULF;51.181451;11.959322
LLGS;51.3471499;11.7559075
ULAO;50.7307375;11.5924457
ULAW;50.741877;11.579663
LLAG;51.860457;10.979275
LLWD;52.045554;11.532404
DLW;51.036251;14.153669
DLWM;51.038605;14.127331
ULCH;51.222058;11.678442
BLH;51.474569;13.743242
DLST;50.786565;13.814398
ULA;50.473314;11.160302
DLZ;51.24825;13.879653
BLA;51.447233;14.093147
WLAM;54.342219;13.503118
LLSB;51.175036;12.619387
ULE;50.926908;11.288262
LSEL;51.369887;12.3535
LFLU;51.423338;12.223426
LLB;51.329267;12.381658
LLMK;51.34064;12.374612
LMDR;51.320067;12.386318
LLG;51.362861;12.374533
LLH;51.369339;12.459979
LLK;51.278181;12.309095
LLMH;51.364431;12.352271
LLST;51.324512;12.411428
LLT;51.3716263;12.4307513
LLN;51.364162;12.40106
LLW;51.3806874;12.3214835
DLS;51.160325;12.938389
ULL;51.185484;11.909824
LLES;51.376358;12.3969877
LLWP;51.335396;12.375394
DLFD;50.573121;12.373259
LSVS;51.372944;12.344416
BLTS;52.632725;14.347447
ULBN;51.205099;11.15332
LLWN;51.3206657;12.0009273
LLWS;51.306599;12.006637
ULEU;50.564819;11.447858
BLE;51.695079;14.256108
DLIG;50.840179;13.403754
WLH;54.152403;12.070866
ULIH;50.592084;11.132371
DLTS;50.757677;12.626412
DLI;50.69935;12.419664
ULIT;50.524377;11.481606
WLBT;53.151313;12.393594
LLWZ;51.28397;12.469248
DLIM;50.587071;12.25315
DLM;51.1178085;13.049655
LLI;51.853056;13.085176
LLIN;51.333756;12.321483
BLNG;52.203625;14.111705
WLDW;52.961586;12.981417
LLO;51.135997;12.448732
DLOE;51.1212767;13.6539084
DLO;50.98906;13.987904
BLOH;51.379478;14.398977
ULHO;50.734031;12.0482844
BSTH;52.317181;13.232152
BLOS;52.815398;13.498501
BLU;51.962416;13.821351
LLUC;51.093993;12.077902
BLD;52.09059;13.160409
WLOW;53.411042;11.464346
LLBS;52.020211;11.93517
WLST;53.728881;11.411316
WLF;53.832924;10.815143
WLW;53.843724;12.13786
WLKL;54.138222;12.064985
WLTW;53.655968;11.18043
LEL;51.5183138;11.5508795
LWET;51.863767;12.641431
LWP;51.871862;12.596775
LMAC;51.357628;12.627757
LLA;51.390057;12.293091
LMSO;52.07019;11.669977
LMGE;52.166448;11.657982
LMSA;52.080745;11.656447
LMS;52.120426;11.597136
LMW;52.39373;11.788824
WIM;53.48201;12.423808
DMAL;50.923595;13.654343
UMCH;50.680291;10.862501
LMBN;52.197904;11.123269
LMAN;51.287998;12.372204
LMAR;51.7411;12.257028
LMA;51.279029;12.372615
LMKS;51.30718;12.22476
UML;50.90835;10.224589
UMAH;50.819504;11.010056
BMQU;52.458881;12.971627
WMTF;54.300918;12.930252
UMT;50.733145;10.880943
DMEA;51.159084;13.4730953
UME;50.943778;10.521367
WMK;53.842932;11.471343
BMZ;52.060706;12.391829
DMA;50.8506212;12.4575841
DME;51.162957;13.482522
DMT;51.152472;13.462529
LME;52.209394;11.558967
WMCH;52.774871;13.694375
UMEL;50.60325;11.110281
UMEN;50.950094;11.394318
UMGH;50.392892;11.118299
UMHO;50.389471;11.127745
LMGB;51.337371;11.989651
BMZD.BMZDN;51.76891;14.366669
LLVD;51.3187413;12.4062842
LMIA;51.315353;12.267345
UMEU;50.581412;11.079214
WME;53.311096;12.247161
LMST;52.48375;11.204771
LMT;52.466251;11.120178
WMF;53.099216;13.63731
LMI;52.563344;11.936624
LMIZ;51.325316;12.25503
WMI;54.199263;13.201008
WMIR;53.27043;12.820759
WMIS;53.880497;12.123044
DMST;50.718031;12.706665
UMSK;50.717714;10.400055
DMW;50.987545;12.959863
BMX;52.19778;14.394802
LMRN;51.505606;12.819504
LMLK;51.325238;12.45982
WMOE;53.585939;13.084507
WMN;54.14357;12.225336
LMGN;52.581661;11.748849
LMOS;52.218981;11.78462
WMOI;53.806071;11.481918
DMO;51.155587;13.683435
DML;50.783598;12.481399
LMCH;51.307641;11.804437
BMC;51.319529;14.708179
LMCZ;51.303855;11.813771
LMUA;51.855712;12.748212
DMHL;50.9141176;13.8187838
BMR;52.242046;14.434246
UMU;50.870051;11.254596
DMUL;50.808999;13.413153
DMH;50.905685;13.3888042
LMD;51.667787;12.354047
LNHM;51.802908;11.333025
DNA;50.769601;13.485766
WNAS;52.816919;13.239198
LNAU;51.6088327;11.884262
UNMO;51.155525;11.823895
LNH;51.277086;12.594242
UNE;51.28344;11.570126
WNL;53.440927;13.90288
WNA;53.533518;13.500838
LNI;51.752368;11.084893
LNDG;51.3577735;11.6606462
LNS;52.59991;12.50279
WNED;52.995556;12.628103
UNRO;51.170649;11.77953
DNZU;50.611404;12.244275
WNWO;53.760033;12.500916
WNB;54.030779;11.677763
UAT;51.36324;11.310757
DNDF;50.47803;12.97404
UNS;50.875388;11.63763
BT;51.818613;14.423813
UNHI;50.501051;11.146107
DNF;50.986636;14.611635
BNH;51.68703;14.41266
BNE;52.139674;13.479582
DNKO;51.09075;14.322047
DNK;50.771031;12.893604
LNWY;51.087846;12.533536
UNME;50.7021319;12.1698368
LN;51.824698;11.59376
UNH;50.724345;11.71444
BNP;51.606324;14.161703
DNP;51.034251;14.526247
DNZ;51.147553;13.552767
UNU;50.73479;11.757621
WNG;53.37764;11.593779
BNTB;52.676327;14.237036
LNW.LNW H;51.396145;12.389278
BNZ;52.098797;14.648866
DNDR;51.1760943;13.5604173
DNBO;50.901389;13.440637
WNW;52.830668;13.928948
LNF;51.96793;12.978931
BNDL;52.301976;13.652526
LNR;52.129976;11.502663
DNOW;50.9523;14.724414
UNDO;51.383224;10.416533
UNP;50.76636;11.95708
UNIW;51.545067;10.76389
DNSL;50.463964;13.014418
DNDS;50.889578;13.810979
UNSK;50.716724;10.375907
UNI;51.290103;10.848231
UNTA;51.064343;11.579246
DNI;51.094632;13.605922
UNWL;50.775457;11.038709
DNWZ;50.718224;12.754106
LNM;51.552062;12.099869
LNB;51.837951;11.761533
DNB;50.878906;12.280657
UNOH;50.969222;11.267304
UNA;51.443037;10.698478
UNSA;51.515111;10.77314
WNOS;53.521594;12.452177
DNUN;51.302649;13.39197
UOGR;50.955595;11.270746
LOH;51.257796;12.506422
UOLA;50.484953;11.156265
DOBL;50.907914;12.959276
DOZO;50.973831;14.678718
UOR;51.441136;11.297069
UORO;50.849861;10.214108
DOH;50.763883;12.475776
DOSC;50.87055;13.814493
BOB;52.536966;14.167862
DOG;50.949797;13.989919
UOB;50.9659342;11.3548744
LOL;52.144442;11.381105
BOD;52.074916;13.726923
DOR;50.8572216;13.1747907
BOEG;52.1727276;14.2708701
LOEH;51.93305;13.048201
DOE;50.734178;12.693933
DOV;50.41323;12159
WOE;53.518083;13.573119
DODN;50.881175;14.781219
DODO;50.871548;14.767724
UOL;51.1439688;11.3332236
UOG;50.7058793;11.6506791
LOR;51.800919;12.390405
BORT;51.373633;13.764948
UOM;51.0190867;11.4252984
LOB;52.787668;11.760386
LOST;51.783518;12.03059
LON;52.049135;11.575921
DOU;51.200294;13.166405
WGMS;54.241758;12.227735
WGM;54.248777;12.245387
WGMW;54.24589;12.237167
WKBM;54.141615;11.75344
WKBO;54.147563;11.759827
WKBW;54.146496;11.727167
DOF;50.935117;12.952856
DOK;51.1866768;13.8359553
DON;51.1970686;13.8351131
DOS;51.1779675;13.8249153
LOTW;51.200328;12.601793
LOV;52.141807;11.26943
WPF;54.036604;12.137318
UPM;50.8853144;11.7901808
BPA;51.76864;14.188364
WPA;54.081256;11.978983
WPO;53.50957;14.009312
WPS;53.148702;14.10137
WPAU;52.675892;12.71327
UPA;50.701106;11.10596
LPE;51.500814;12.059642
BPO;51.843979;14.449422
WPB;53.071255;11.852322
LPB;51.098402;12.503348
WPE;53.239977;14.252349
BPE;51.316536;14.751237
LPRO;51.569958;12.2853488
DPFH;50.7500471;12.8228742
WPH;54.347662;13.707042
BPIL;52.336898;14.398532
WPIN;53.065342;14.088742
DPK;50.427529;12.0762813
DPIC;50.96811;13.933872
DPIN;50.977611;13.935361
WPLM;53.553205;11.507024
DPW;50.494412;12.113439
BP;51.470851;13.616847
WPSW;53.837064;11.285845
WPOE;54.011031;12.121127
LPOE;51.408536;12.514432
UPS;50.690293;11.588338
UPSU;50.700536;11.606872
DPOM;51.159015;14.5747
DPO;50.857778;12.416664
DPSC;50.943184;14.138576
UPF;50.976993;11.645489
WPOW.WPWK;54.368107;13.528412
BPD;52.391509;13.0667031
LPRZ;52.836436;11.26454
UPZ;51.15841;11.937331
WPRZ;53.364971;11.08356
LPRL;52.03764;11.913342
DPRO;51.435058;13.488394
DPRW;51.424961;13.470221
BPW;51.425299;13.500532
LPR;51.130458;12.210933
WPRA;54.444986;13.564057
WPRO;54.43006;13.574515
DPUL;51.188162;14.013795
DPUS;51.1797331;14.0077186
DPT;51.103124;14.23577
DRAB;50.963227;13.634875
LRK;51.440318;12.37513
BRAD;51.815858;14.032354
DRAG;51.111752;13.912539
DRBT;51.1031245;13.6557484
DRBZ;51.1145117;13.60668
DRDB;51.20988;13.727718
WRDN;52.857264;12.897265
LRA;51.754704;12.504183
LRI;52.409035;11.123409
LRH;51.708391;12.270894
WRAK;54.048156;13.045942
WRMB;54.353429;13.207813
BRSF;52.293948;13.43089
WRW;53.458156;11.430859
DRD;50.927042;14.130838
URAU;50.412253;11.047486
DRU;50.2598786;12.2932452
DRBG;50.733931;13.559902
WRDL;54.085241;11.849531
LRB;51.083548;12.426039
BRC;52.358298;13.098232
LRF;51.579726;13.153331
BRE;52.528418;13.922803
WRA;53.774263;11.049747
DRCH;51.135472;14.796362
DRC;50.627777;12.29312
URN;50.863498;10.562728
URDN;51.297997;11.601464
UREN;50.615249;10.835138
URH;50.455159;10.432284
URM;50.575007;12.157813
URR;50.459791;10.653519
LRE;51.503201;12.134346
WRST;53.706919;12.9142
DRTH;50.475859;11.954337
WRH;53.092858;12.899993
WRIO;54.251016;12.487015
WRI;54.239176;12.436965
URIE;51.484021;11.379856
BRI;51.3986869;14.7839177
WRIW;53.057004;13.7075
URGS;51.104096;10.957993
URI;50.512863;10.429506
DROW;50.528653;12.395337
LROD;51.897486;12.21729
DRDF;50.742252;12.654033
WRGT;54.073494;12.213086
UROH;50.571588;10.515839
LROI;51.5706549;12.2631884
WROW;53.038194;12.343197
UROS;51.462881;11.065487
WRHP;54.085243;12.10789
WRB;54.101746;12.090548
WRHO;54.0933;12.099466
WRK;54.079425;12.163316
WRMA;54.111774;12.080072
UROT;50.851148;11.609223
BRO;51.567358;13.574281
LRMF;51.341871;12.282668
WRZ;52.717704;13.63634
BRUZ;52.843215;13.541511
DRUG;50.575023;12.176392
WRU;53.545245;11.711168
USAE;50.945914;10.480338
WSAA;54.300371;12.77268
LSAD;51.870054;11.865517
BSAH;52.772269;13.251867
WSAG;54.524379;13.564956
WSAM;54.354116;13.290177
WSAF;53.563981;13.971273
WSAN;54.052785;11.740909
WSTZ;54.07506;12.376588
WSAW;53.11728;12.229871
WSZ;54.516284;13.637909
USCK;50.400554;11.001731
USKM;50.396618;11.008687
BSH;52.206826;14.009652
WST;53.970079;12.245847
LSIS;51.751526;11.521195
LSDW;51.40291;12.195667
DSWK;51.0795664;14.4267654
LSD;51.40239;12.222169
LSP;51.3889934;11.9920975
DGRA;51.149078;14.93601
BSFE;51.5354316;14.5321012
USMS;50.716422;10.463487
DSMI;50.889918;14.228419
DSM;50.898319;12.354899
DSML;51.119755;14.227957
WSCM;53.982272;14.077246
BSB;52.164558;14.329917
BSNZ;51.685047;14.001704
DSN;50.875903;14.234719
USU;50.94522;10.429779
WSBG;53.85338;10.92787
BSBD;51.602008;13.468048
LSBE;51.998364;11.723627
DSCK;50.395988;12.343357
BSL;52.652182;13.428633
BSOE;52.437028;14.472814
WSCN;53.184946;14.153814
USCS;51.120752;10.585823
BSCH;51.990797;13.777723
USP;50.7227608;12.0298684
USWL;50.689385;10.346514
WSAH;53.428156;10.689993
BSHE;52.734683;13.091733
USCG;50.6425756;11.1806595
WSMI;53.626911;11.405334
BSRO;51.473649;13.890799
BSKL;51.443187;14.133566
WSC;53.063069;14.290507
WSCT;53.068323;14.271588
DSKH;51.0377915;12.9557133
DSU;50.78714;12.369588
WSWN;53.536187;12.612018
WSS;53.574273;11.376636
WSL;53.656656;11.369536
WSWZ;53.6617;11.345565
BSIS;52.340976;12.980368
DSEB;50.9758353;14.2721683
WSMH;53.658552;11.360973
USE;51.170012;10.521193
WAB;53.935478;14.187859
WHF;53.949836;14.169586
USB;50.92927;10.792702
BSEE;52.618294;13.675987
LSNA;52.885775;11.743515
WSEE;53.221367;13.884201
BSLO;52.538198;14.394413
WSEV;54.367611;13.561281
DSRH;51.270271;13.240079
DSFS;50.939967;13.647601
DSEN;51.153767;14.325332
WSIN;54.371344;13.697662
USEL;50.386897;11.064095
WSES;54.377976;13.582128
USI;51.319425;10.34241
USGN;50.727804;11.067263
USDF;50.627313;11.155399
DSOL;50.2756552;12.2824359
DSOH;51.053738;14.431926
USOL;51.413673;10.529848
LSK;52.500416;11.294178
USO;50.355078;11.168848
USON;50.365478;11.20755
USOO;50.352252;11.201293
USOW;50.368031;11.159071
DSPR;50.952635;13.638817
WSP;53.563854;13.366401
WSPO;53.412351;11.710976
BSTAB;52.537693;13.141367
DWH;50.953718;14.032242
USTM;50.766956;11.070817
USR;50.868216;11.722792
DSTU;51.242914;13.21192
DSTI;51.103359;13.022657
USTN;50.432724;11.158644
USTA;50.423051;11.166781
USTH;50.693163;10.558086
LSFD;52.614734;11.728617
WSNB;53.942319;11.596334
LSV;52.595836;11.87129
DSTN;50.678758;12.441635
WSE;53.824775;13.15042
DSTL;51.037051;14.08725
BSTW;52.251632;13.9209
USHM;51.052351;11.048324
WSRR;54.305322;13.107522
BSTN;52.590146;13.908476
WSTK;53.398386;11.318463
LSTG;51.319158;12.291748
UST;50.639479;10.857915
WSBN;53.891919;12.347623
WSLT;53.513998;11.388039
USUE;50.887391;10.895873
USLH;50.602098;10.638454
WSU;53.554785;11.559558
DSY;50.544769;12.085313
LTH;52.433869;11.809943
LTM;52.545741;11.969957
LTMW;52.547736;11.960454
DTA;51.1615533;12.8481996
UTA;50.862446;11.247149
WTA;53.269275;14.347926
DTB;51.0422;14.480637
LTC;51.3790166;12.4844706
LTNH;51.0900632;12.6791078
LTE;51.5550546;11.9592941
BTL;52.388282;13.300441
WTAD;53.112287;13.575789
WTHN;54.389367;13.374233
WTOW;53.994354;11.637959
WTI;54.032017;12.462614
BTPI;52.159607;13.650807
LTT;51.464358;11.782738
LTTO;51.465749;11.819821
LTL;51.746047;11.031048
DTH;50.982872;13.592111
LT;51.090429;12.106626
BTHR;52.247228;13.259634
DTFN;51.390689;13.413904
LTLM;51.751434;11.04688
UTP;50.890855;12.006161
WTO;53.63462;14.008758
WTH;54.081378;13.868517
BTN;52.217618;13.230382
LTRL;51.046935;12.440947
BTZ;52.538262;14.216504
DTRE;50.547935;12.301859
BTZN;52.091919;12.857911
BTZS;52.080609;12.880916
UTB;50.688044;12.023306
WUMH;53.736202;14.052233
LUS;52.543674;11.592243
UUD;51.367042;10.062149
LUEB;51.585421;13.296519
WUEK;54.013918;14.049809
WUM;53.733923;14.05408
UUS;50.741642;11.462662
BUD;51.328137;14.894309
BUS;51.3628449;14.5090556
DUD;50.955621;14.219801
UUZ;50.580446;11.391975
UUM;50.536633;10.415475
DUN;50.493693;12.97461
UUW;50.659253;11.435073
DUW;50.42776;12.989118
WUTZ;53.860724;13.116222
UVA;50.529337;10.538533
LVA;52.252389;11.499764
BVLZ;52.722332;13.114827
UVF;50.41533;10.813763
BVLT;52.684889;13.172034
WVE;53.787208;11.580016
BV;51.789759;14.081023
DVR;50.466902;12.967797
UVU;50.667106;10.558908
